fecha,hora,indicativo,humedad_media,temperatura_media,anho,mes,dia
2019-01-03,13,102,32.0,8.3,2019,1,3
2019-01-03,14,102,30.0,9.9,2019,1,3
2019-01-03,15,102,29.0,9.7,2019,1,3
2019-01-03,16,102,32.0,9.7,2019,1,3
2019-01-03,17,102,34.0,8.6,2019,1,3
2019-01-03,18,102,36.0,8.1,2019,1,3
2019-01-03,19,102,37.0,7.4,2019,1,3
2019-01-03,20,102,37.0,6.0,2019,1,3
2019-01-03,21,102,46.0,4.6,2019,1,3
2019-01-03,22,102,50.0,3.9,2019,1,3
2019-01-03,23,102,52.0,3.4,2019,1,3
2019-01-04,0,102,57.0,2.1,2019,1,4
2019-01-04,1,102,61.0,1.5,2019,1,4
2019-01-04,2,102,62.0,1.0,2019,1,4
2019-01-04,3,102,61.0,0.7,2019,1,4
2019-01-04,4,102,63.0,0.1,2019,1,4
2019-01-04,5,102,67.0,-0.5,2019,1,4
2019-01-04,6,102,70.0,-1.0,2019,1,4
2019-01-04,7,102,69.0,-0.9,2019,1,4
2019-01-04,8,102,68.0,-1.0,2019,1,4
2019-01-04,9,102,59.0,1.0,2019,1,4
2019-01-04,10,102,51.0,2.7,2019,1,4
2019-01-04,11,102,46.0,4.2,2019,1,4
2019-01-04,12,102,38.0,7.2,2019,1,4
2019-01-04,13,102,35.0,9.4,2019,1,4
2019-01-04,14,102,31.0,10.9,2019,1,4
2019-01-04,15,102,30.0,11.7,2019,1,4
2019-01-04,16,102,32.0,10.5,2019,1,4
2019-01-04,17,102,32.0,8.8,2019,1,4
2019-01-04,18,102,39.0,6.9,2019,1,4
2019-01-04,19,102,43.0,6.2,2019,1,4
2019-01-04,20,102,47.0,5.7,2019,1,4
2019-01-04,21,102,52.0,4.7,2019,1,4
2019-01-04,22,102,56.0,4.1,2019,1,4
2019-01-04,23,102,57.0,3.4,2019,1,4
2019-01-05,0,102,57.0,1.8,2019,1,5
2019-01-05,1,102,61.0,0.1,2019,1,5
2019-01-05,2,102,62.0,-0.6,2019,1,5
2019-01-05,3,102,61.0,-0.4,2019,1,5
2019-01-05,4,102,59.0,-0.3,2019,1,5
2019-01-05,5,102,59.0,-0.5,2019,1,5
2019-01-05,6,102,56.0,-0.8,2019,1,5
2019-01-05,7,102,56.0,-1.5,2019,1,5
2019-01-05,8,102,56.0,-1.3,2019,1,5
2019-01-05,9,102,48.0,1.0,2019,1,5
2019-01-05,10,102,41.0,3.4,2019,1,5
2019-01-05,11,102,37.0,4.3,2019,1,5
2019-01-05,12,102,32.0,8.0,2019,1,5
2019-01-05,13,102,34.0,8.7,2019,1,5
2019-01-05,14,102,33.0,9.5,2019,1,5
2019-01-05,15,102,31.0,10.6,2019,1,5
2019-01-05,16,102,31.0,10.7,2019,1,5
2019-01-05,17,102,35.0,9.1,2019,1,5
2019-01-05,18,102,42.0,7.1,2019,1,5
2019-01-05,19,102,46.0,6.3,2019,1,5
2019-01-05,20,102,50.0,5.7,2019,1,5
2019-01-05,21,102,56.0,4.1,2019,1,5
2019-01-05,22,102,56.0,4.2,2019,1,5
2019-01-05,23,102,59.0,2.8,2019,1,5
2019-01-06,0,102,60.0,1.5,2019,1,6
2019-01-06,1,102,61.0,0.8,2019,1,6
2019-01-06,2,102,58.0,1.0,2019,1,6
2019-01-06,3,102,63.0,0.3,2019,1,6
2019-01-06,4,102,64.0,0.2,2019,1,6
2019-01-06,5,102,68.0,-0.8,2019,1,6
2019-01-06,6,102,60.0,-1.0,2019,1,6
2019-01-06,7,102,53.0,-1.7,2019,1,6
2019-01-06,8,102,50.0,-1.4,2019,1,6
2019-01-06,9,102,41.0,1.8,2019,1,6
2019-01-06,10,102,41.0,4.2,2019,1,6
2019-01-06,11,102,41.0,5.7,2019,1,6
2019-01-06,12,102,35.0,7.9,2019,1,6
2019-01-06,13,102,27.0,10.4,2019,1,6
2019-01-06,14,102,20.0,12.5,2019,1,6
2019-01-06,15,102,20.0,12.8,2019,1,6
2019-01-06,16,102,19.0,13.0,2019,1,6
2019-01-06,17,102,20.0,11.9,2019,1,6
2019-01-06,18,102,20.0,10.8,2019,1,6
2019-01-06,19,102,20.0,9.4,2019,1,6
2019-01-06,20,102,20.0,8.2,2019,1,6
2019-01-06,21,102,21.0,7.3,2019,1,6
2019-01-06,22,102,23.0,6.4,2019,1,6
2019-01-06,23,102,20.0,6.7,2019,1,6
2019-01-07,0,102,21.0,5.6,2019,1,7
2019-01-07,1,102,21.0,5.3,2019,1,7
2019-01-07,2,102,21.0,5.0,2019,1,7
2019-01-07,3,102,21.0,4.4,2019,1,7
2019-01-07,4,102,20.0,4.3,2019,1,7
2019-01-07,5,102,22.0,3.5,2019,1,7
2019-01-07,6,102,27.0,2.4,2019,1,7
2019-01-07,7,102,29.0,2.3,2019,1,7
2019-01-07,8,102,28.0,3.0,2019,1,7
2019-01-07,9,102,31.0,3.6,2019,1,7
2019-01-07,10,102,26.0,7.2,2019,1,7
2019-01-07,11,102,28.0,6.8,2019,1,7
2019-01-07,12,102,21.0,11.1,2019,1,7
2019-01-07,13,102,23.0,10.2,2019,1,7
2019-01-07,14,102,15.0,11.5,2019,1,7
2019-01-07,15,102,14.0,12.7,2019,1,7
2019-01-07,16,102,15.0,13.3,2019,1,7
2019-01-07,17,102,18.0,12.0,2019,1,7
2019-01-07,18,102,19.0,10.4,2019,1,7
2019-01-07,19,102,22.0,9.3,2019,1,7
2019-01-07,20,102,24.0,8.4,2019,1,7
2019-01-07,21,102,26.0,6.9,2019,1,7
2019-01-07,22,102,28.0,5.7,2019,1,7
2019-01-07,23,102,33.0,4.5,2019,1,7
2019-01-08,0,102,36.0,4.0,2019,1,8
2019-01-08,1,102,39.0,3.3,2019,1,8
2019-01-08,2,102,41.0,2.5,2019,1,8
2019-01-08,3,102,41.0,2.5,2019,1,8
2019-01-08,4,102,40.0,2.9,2019,1,8
2019-01-08,5,102,42.0,2.0,2019,1,8
2019-01-08,6,102,47.0,0.8,2019,1,8
2019-01-08,7,102,53.0,-0.4,2019,1,8
2019-01-08,8,102,54.0,-0.3,2019,1,8
2019-01-08,9,102,46.0,1.7,2019,1,8
2019-01-08,10,102,40.0,4.1,2019,1,8
2019-01-08,11,102,33.0,5.8,2019,1,8
2019-01-08,12,102,28.0,7.8,2019,1,8
2019-01-08,13,102,24.0,10.2,2019,1,8
2019-01-08,14,102,21.0,12.8,2019,1,8
2019-01-08,15,102,20.0,13.1,2019,1,8
2019-01-08,16,102,20.0,12.3,2019,1,8
2019-01-08,17,102,23.0,10.8,2019,1,8
2019-01-08,18,102,29.0,9.2,2019,1,8
2019-01-08,19,102,30.0,8.6,2019,1,8
2019-01-08,20,102,33.0,7.9,2019,1,8
2019-01-08,21,102,36.0,7.0,2019,1,8
2019-01-08,22,102,32.0,7.2,2019,1,8
2019-01-08,23,102,34.0,6.7,2019,1,8
2019-01-09,0,102,38.0,6.0,2019,1,9
2019-01-09,1,102,44.0,4.0,2019,1,9
2019-01-09,2,102,44.0,3.3,2019,1,9
2019-01-09,3,102,45.0,3.4,2019,1,9
2019-01-09,4,102,50.0,2.7,2019,1,9
2019-01-09,5,102,55.0,1.9,2019,1,9
2019-01-09,6,102,67.0,2.0,2019,1,9
2019-01-09,7,102,70.0,1.4,2019,1,9
2019-01-09,8,102,70.0,1.8,2019,1,9
2019-01-09,9,102,61.0,3.9,2019,1,9
2019-01-09,10,102,59.0,4.3,2019,1,9
2019-01-09,11,102,52.0,6.1,2019,1,9
2019-01-09,12,102,45.0,8.8,2019,1,9
2019-01-09,13,102,43.0,9.5,2019,1,9
2019-01-09,14,102,35.0,11.3,2019,1,9
2019-01-09,15,102,31.0,10.8,2019,1,9
2019-01-09,16,102,33.0,10.2,2019,1,9
2019-01-09,17,102,35.0,9.0,2019,1,9
2019-01-09,18,102,40.0,7.2,2019,1,9
2019-01-09,19,102,46.0,5.8,2019,1,9
2019-01-09,20,102,49.0,5.0,2019,1,9
2019-01-09,21,102,50.0,4.3,2019,1,9
2019-01-09,22,102,55.0,3.3,2019,1,9
2019-01-09,23,102,57.0,2.5,2019,1,9
2019-01-10,0,102,60.0,1.4,2019,1,10
2019-01-10,1,102,63.0,0.6,2019,1,10
2019-01-10,2,102,59.0,0.9,2019,1,10
2019-01-10,3,102,59.0,0.8,2019,1,10
2019-01-10,4,102,59.0,0.6,2019,1,10
2019-01-10,5,102,63.0,0.0,2019,1,10
2019-01-10,6,102,65.0,-0.3,2019,1,10
2019-01-10,7,102,66.0,-0.3,2019,1,10
2019-01-10,8,102,65.0,-0.4,2019,1,10
2019-01-10,9,102,61.0,0.6,2019,1,10
2019-01-10,10,102,56.0,1.6,2019,1,10
2019-01-10,11,102,52.0,2.7,2019,1,10
2019-01-10,12,102,46.0,3.9,2019,1,10
2019-01-10,13,102,42.0,4.9,2019,1,10
2019-01-10,14,102,39.0,5.4,2019,1,10
2019-01-10,15,102,33.0,5.7,2019,1,10
2019-01-10,16,102,32.0,5.7,2019,1,10
2019-01-10,17,102,35.0,4.7,2019,1,10
2019-01-10,18,102,41.0,3.2,2019,1,10
2019-01-10,19,102,46.0,1.8,2019,1,10
2019-01-10,20,102,50.0,1.0,2019,1,10
2019-01-10,21,102,53.0,0.2,2019,1,10
2019-01-10,22,102,51.0,-0.3,2019,1,10
2019-01-10,23,102,49.0,-0.9,2019,1,10
2019-01-11,0,102,54.0,-1.9,2019,1,11
2019-01-11,1,102,53.0,-2.0,2019,1,11
2019-01-11,2,102,49.0,-1.8,2019,1,11
2019-01-11,3,102,46.0,-2.1,2019,1,11
2019-01-11,4,102,44.0,-2.0,2019,1,11
2019-01-11,5,102,44.0,-2.4,2019,1,11
2019-01-11,6,102,53.0,-3.4,2019,1,11
2019-01-11,7,102,52.0,-3.4,2019,1,11
2019-01-11,8,102,46.0,-2.6,2019,1,11
2019-01-11,9,102,39.0,-0.4,2019,1,11
2019-01-11,10,102,40.0,0.6,2019,1,11
2019-01-11,11,102,37.0,1.0,2019,1,11
2019-01-11,12,102,36.0,2.4,2019,1,11
2019-01-11,13,102,33.0,4.1,2019,1,11
2019-01-11,14,102,31.0,5.1,2019,1,11
2019-01-11,15,102,32.0,5.2,2019,1,11
2019-01-11,16,102,31.0,5.8,2019,1,11
2019-01-11,17,102,34.0,4.7,2019,1,11
2019-01-11,18,102,37.0,3.9,2019,1,11
2019-01-11,19,102,40.0,3.5,2019,1,11
2019-01-11,20,102,42.0,3.0,2019,1,11
2019-01-11,21,102,45.0,2.5,2019,1,11
2019-01-11,22,102,52.0,1.6,2019,1,11
2019-01-11,23,102,53.0,1.3,2019,1,11
2019-01-12,0,102,56.0,0.4,2019,1,12
2019-01-12,1,102,54.0,0.0,2019,1,12
2019-01-12,2,102,56.0,0.3,2019,1,12
2019-01-12,3,102,58.0,0.0,2019,1,12
2019-01-12,4,102,65.0,-1.1,2019,1,12
2019-01-12,5,102,63.0,-0.5,2019,1,12
2019-01-12,6,102,63.0,-0.4,2019,1,12
2019-01-12,7,102,67.0,-1.6,2019,1,12
2019-01-12,8,102,68.0,-1.8,2019,1,12
2019-01-12,9,102,63.0,-0.4,2019,1,12
2019-01-12,10,102,55.0,2.4,2019,1,12
2019-01-12,11,102,56.0,2.6,2019,1,12
2019-01-12,12,102,50.0,5.0,2019,1,12
2019-01-12,13,102,44.0,6.8,2019,1,12
2019-01-12,14,102,43.0,7.1,2019,1,12
2019-01-12,15,102,40.0,8.4,2019,1,12
2019-01-12,16,102,39.0,8.4,2019,1,12
2019-01-12,17,102,42.0,7.1,2019,1,12
2019-01-12,18,102,46.0,5.3,2019,1,12
2019-01-12,19,102,50.0,4.7,2019,1,12
2019-01-12,20,102,52.0,4.2,2019,1,12
2019-01-12,21,102,54.0,3.6,2019,1,12
2019-01-12,22,102,56.0,3.3,2019,1,12
2019-01-12,23,102,59.0,3.0,2019,1,12
2019-01-13,0,102,64.0,2.1,2019,1,13
2019-01-13,1,102,68.0,0.9,2019,1,13
2019-01-13,2,102,70.0,0.1,2019,1,13
2019-01-13,3,102,73.0,-1.0,2019,1,13
2019-01-13,4,102,74.0,-0.9,2019,1,13
2019-01-13,5,102,78.0,-1.9,2019,1,13
2019-01-13,6,102,81.0,-2.8,2019,1,13
2019-01-13,7,102,81.0,-2.8,2019,1,13
2019-01-13,8,102,78.0,-2.3,2019,1,13
2019-01-13,9,102,70.0,-0.7,2019,1,13
2019-01-13,10,102,60.0,1.6,2019,1,13
2019-01-13,11,102,52.0,4.3,2019,1,13
2019-01-13,12,102,52.0,4.8,2019,1,13
2019-01-13,13,102,48.0,6.3,2019,1,13
2019-01-13,14,102,43.0,7.8,2019,1,13
2019-01-13,15,102,37.0,9.3,2019,1,13
2019-01-13,16,102,37.0,9.8,2019,1,13
2019-01-13,17,102,41.0,8.5,2019,1,13
2019-01-13,18,102,47.0,6.8,2019,1,13
2019-01-13,19,102,53.0,5.8,2019,1,13
2019-01-13,20,102,59.0,4.9,2019,1,13
2019-01-13,21,102,60.0,4.7,2019,1,13
2019-01-13,22,102,64.0,3.9,2019,1,13
2019-01-13,23,102,64.0,3.8,2019,1,13
2019-01-14,0,102,66.0,2.7,2019,1,14
2019-01-14,1,102,67.0,0.8,2019,1,14
2019-01-14,2,102,68.0,0.6,2019,1,14
2019-01-14,3,102,68.0,0.7,2019,1,14
2019-01-14,4,102,72.0,0.1,2019,1,14
2019-01-14,5,102,73.0,0.0,2019,1,14
2019-01-14,6,102,75.0,-0.6,2019,1,14
2019-01-14,7,102,74.0,-0.1,2019,1,14
2019-01-14,8,102,71.0,0.3,2019,1,14
2019-01-14,9,102,62.0,2.5,2019,1,14
2019-01-14,10,102,51.0,5.9,2019,1,14
2019-01-14,11,102,52.0,6.0,2019,1,14
2019-01-14,12,102,47.0,7.9,2019,1,14
2019-01-14,13,102,44.0,9.4,2019,1,14
2019-01-14,14,102,43.0,10.0,2019,1,14
2019-01-14,15,102,40.0,11.1,2019,1,14
2019-01-14,16,102,38.0,11.6,2019,1,14
2019-01-14,17,102,39.0,11.3,2019,1,14
2019-01-14,18,102,47.0,9.0,2019,1,14
2019-01-14,19,102,49.0,8.7,2019,1,14
2019-01-14,20,102,52.0,8.1,2019,1,14
2019-01-14,21,102,55.0,6.7,2019,1,14
2019-01-14,22,102,54.0,6.2,2019,1,14
2019-01-14,23,102,57.0,4.9,2019,1,14
2019-01-15,0,102,55.0,4.1,2019,1,15
2019-01-15,1,102,58.0,3.0,2019,1,15
2019-01-15,2,102,58.0,2.9,2019,1,15
2019-01-15,3,102,61.0,3.1,2019,1,15
2019-01-15,4,102,59.0,3.1,2019,1,15
2019-01-15,5,102,62.0,2.4,2019,1,15
2019-01-15,6,102,65.0,1.8,2019,1,15
2019-01-15,7,102,66.0,1.5,2019,1,15
2019-01-15,8,102,67.0,1.1,2019,1,15
2019-01-15,9,102,57.0,2.2,2019,1,15
2019-01-15,10,102,54.0,3.5,2019,1,15
2019-01-15,11,102,49.0,5.5,2019,1,15
2019-01-15,12,102,42.0,8.3,2019,1,15
2019-01-15,13,102,36.0,10.6,2019,1,15
2019-01-15,14,102,35.0,10.2,2019,1,15
2019-01-15,15,102,35.0,10.6,2019,1,15
2019-01-15,16,102,35.0,11.0,2019,1,15
2019-01-15,17,102,37.0,10.2,2019,1,15
2019-01-15,18,102,42.0,8.6,2019,1,15
2019-01-15,19,102,48.0,7.5,2019,1,15
2019-01-15,20,102,49.0,7.2,2019,1,15
2019-01-15,21,102,52.0,6.4,2019,1,15
2019-01-15,22,102,51.0,5.9,2019,1,15
2019-01-15,23,102,55.0,4.2,2019,1,15
2019-01-16,0,102,58.0,3.2,2019,1,16
2019-01-16,1,102,62.0,2.6,2019,1,16
2019-01-16,2,102,64.0,2.4,2019,1,16
2019-01-16,3,102,71.0,0.6,2019,1,16
2019-01-16,4,102,73.0,0.1,2019,1,16
2019-01-16,5,102,72.0,0.4,2019,1,16
2019-01-16,6,102,75.0,-0.2,2019,1,16
2019-01-16,7,102,76.0,-0.6,2019,1,16
2019-01-16,8,102,77.0,-0.7,2019,1,16
2019-01-16,9,102,73.0,0.0,2019,1,16
2019-01-16,10,102,68.0,1.4,2019,1,16
2019-01-16,11,102,62.0,3.3,2019,1,16
2019-01-16,12,102,55.0,5.6,2019,1,16
2019-01-16,13,102,54.0,6.3,2019,1,16
2019-01-16,14,102,52.0,7.0,2019,1,16
2019-01-16,15,102,52.0,7.7,2019,1,16
2019-01-16,16,102,57.0,7.2,2019,1,16
2019-01-16,17,102,65.0,5.7,2019,1,16
2019-01-16,18,102,74.0,4.4,2019,1,16
2019-01-16,19,102,79.0,3.3,2019,1,16
2019-01-16,20,102,82.0,2.5,2019,1,16
2019-01-16,21,102,84.0,2.0,2019,1,16
2019-01-16,22,102,89.0,1.1,2019,1,16
2019-01-16,23,102,92.0,0.5,2019,1,16
2019-01-17,0,102,92.0,0.4,2019,1,17
2019-01-17,1,102,92.0,0.5,2019,1,17
2019-01-17,2,102,92.0,0.2,2019,1,17
2019-01-17,3,102,93.0,0.0,2019,1,17
2019-01-17,4,102,92.0,0.1,2019,1,17
2019-01-17,5,102,94.0,0.0,2019,1,17
2019-01-17,6,102,94.0,0.1,2019,1,17
2019-01-17,7,102,92.0,0.3,2019,1,17
2019-01-17,8,102,92.0,0.2,2019,1,17
2019-01-17,9,102,90.0,0.5,2019,1,17
2019-01-17,10,102,85.0,1.4,2019,1,17
2019-01-17,11,102,86.0,1.1,2019,1,17
2019-01-17,12,102,82.0,1.8,2019,1,17
2019-01-17,13,102,80.0,2.7,2019,1,17
2019-01-17,14,102,70.0,4.6,2019,1,17
2019-01-17,15,102,68.0,4.6,2019,1,17
2019-01-17,16,102,68.0,4.6,2019,1,17
2019-01-17,17,102,69.0,4.5,2019,1,17
2019-01-17,18,102,70.0,4.2,2019,1,17
2019-01-17,19,102,70.0,4.0,2019,1,17
2019-01-17,20,102,64.0,3.6,2019,1,17
2019-01-17,21,102,60.0,3.0,2019,1,17
2019-01-17,22,102,64.0,2.0,2019,1,17
2019-01-17,23,102,66.0,1.2,2019,1,17
2019-01-18,0,102,65.0,1.0,2019,1,18
2019-01-18,1,102,67.0,0.2,2019,1,18
2019-01-18,2,102,68.0,0.1,2019,1,18
2019-01-18,3,102,72.0,-0.1,2019,1,18
2019-01-18,4,102,70.0,-0.3,2019,1,18
2019-01-18,5,102,72.0,-0.9,2019,1,18
2019-01-18,6,102,76.0,-1.7,2019,1,18
2019-01-18,7,102,76.0,-1.7,2019,1,18
2019-01-18,8,102,78.0,-2.2,2019,1,18
2019-01-18,9,102,72.0,-1.3,2019,1,18
2019-01-18,10,102,68.0,-0.4,2019,1,18
2019-01-18,11,102,65.0,0.5,2019,1,18
2019-01-18,12,102,62.0,1.6,2019,1,18
2019-01-18,13,102,60.0,2.5,2019,1,18
2019-01-18,14,102,56.0,3.9,2019,1,18
2019-01-18,15,102,52.0,4.4,2019,1,18
2019-01-18,16,102,52.0,4.4,2019,1,18
2019-01-18,17,102,55.0,3.8,2019,1,18
2019-01-18,18,102,57.0,3.2,2019,1,18
2019-01-18,19,102,61.0,2.7,2019,1,18
2019-01-18,20,102,63.0,2.3,2019,1,18
2019-01-18,21,102,69.0,1.5,2019,1,18
2019-01-18,22,102,72.0,0.9,2019,1,18
2019-01-18,23,102,73.0,0.6,2019,1,18
2019-01-19,0,102,73.0,0.4,2019,1,19
2019-01-19,1,102,77.0,-0.2,2019,1,19
2019-01-19,2,102,80.0,-0.8,2019,1,19
2019-01-19,3,102,82.0,-1.4,2019,1,19
2019-01-19,4,102,83.0,-2.1,2019,1,19
2019-01-19,5,102,84.0,-2.0,2019,1,19
2019-01-19,6,102,88.0,-2.8,2019,1,19
2019-01-19,7,102,89.0,-3.1,2019,1,19
2019-01-19,8,102,89.0,-3.0,2019,1,19
2019-01-19,9,102,82.0,-2.0,2019,1,19
2019-01-19,10,102,85.0,-1.9,2019,1,19
2019-01-19,11,102,96.0,-2.2,2019,1,19
2019-01-19,12,102,91.0,-1.0,2019,1,19
2019-01-19,13,102,78.0,1.0,2019,1,19
2019-01-19,14,102,83.0,1.0,2019,1,19
2019-01-19,15,102,88.0,0.4,2019,1,19
2019-01-19,16,102,92.0,0.4,2019,1,19
2019-01-19,17,102,94.0,0.5,2019,1,19
2019-01-19,18,102,97.0,0.6,2019,1,19
2019-01-19,19,102,98.0,0.4,2019,1,19
2019-01-19,20,102,99.0,0.5,2019,1,19
2019-01-19,21,102,99.0,0.5,2019,1,19
2019-01-19,22,102,100.0,0.2,2019,1,19
2019-01-19,23,102,100.0,0.3,2019,1,19
2019-01-20,0,102,100.0,0.6,2019,1,20
2019-01-20,1,102,100.0,0.8,2019,1,20
2019-01-20,2,102,100.0,1.0,2019,1,20
2019-01-20,3,102,100.0,0.3,2019,1,20
2019-01-20,4,102,100.0,0.1,2019,1,20
2019-01-20,5,102,100.0,0.3,2019,1,20
2019-01-20,6,102,99.0,0.2,2019,1,20
2019-01-20,7,102,95.0,0.5,2019,1,20
2019-01-20,8,102,87.0,1.4,2019,1,20
2019-01-20,9,102,80.0,2.5,2019,1,20
2019-01-20,10,102,69.0,3.9,2019,1,20
2019-01-20,11,102,57.0,4.8,2019,1,20
2019-01-20,12,102,52.0,5.7,2019,1,20
2019-01-20,13,102,50.0,6.1,2019,1,20
2019-01-20,14,102,52.0,6.4,2019,1,20
2019-01-20,15,102,51.0,6.1,2019,1,20
2019-01-20,16,102,46.0,6.7,2019,1,20
2019-01-20,17,102,48.0,6.1,2019,1,20
2019-01-20,18,102,56.0,4.7,2019,1,20
2019-01-20,19,102,60.0,4.1,2019,1,20
2019-01-20,20,102,59.0,3.9,2019,1,20
2019-01-20,21,102,64.0,3.0,2019,1,20
2019-01-20,22,102,64.0,2.8,2019,1,20
2019-01-20,23,102,63.0,2.7,2019,1,20
2019-01-21,0,102,68.0,1.8,2019,1,21
2019-01-21,1,102,68.0,1.8,2019,1,21
2019-01-21,2,102,65.0,2.2,2019,1,21
2019-01-21,3,102,63.0,2.3,2019,1,21
2019-01-21,4,102,67.0,1.4,2019,1,21
2019-01-21,5,102,71.0,1.0,2019,1,21
2019-01-21,6,102,72.0,0.8,2019,1,21
2019-01-21,7,102,68.0,1.4,2019,1,21
2019-01-21,8,102,66.0,1.9,2019,1,21
2019-01-21,9,102,60.0,3.1,2019,1,21
2019-01-21,10,102,54.0,4.5,2019,1,21
2019-01-21,11,102,50.0,5.2,2019,1,21
2019-01-21,12,102,51.0,5.4,2019,1,21
2019-01-21,13,102,45.0,5.9,2019,1,21
2019-01-21,14,102,40.0,6.1,2019,1,21
2019-01-21,15,102,38.0,6.2,2019,1,21
2019-01-21,16,102,37.0,6.0,2019,1,21
2019-01-21,17,102,40.0,4.9,2019,1,21
2019-01-21,18,102,43.0,3.6,2019,1,21
2019-01-21,19,102,46.0,2.8,2019,1,21
2019-01-21,20,102,47.0,2.3,2019,1,21
2019-01-21,21,102,50.0,1.9,2019,1,21
2019-01-21,22,102,55.0,1.3,2019,1,21
2019-01-21,23,102,59.0,0.9,2019,1,21
2019-01-22,0,102,61.0,0.5,2019,1,22
2019-01-22,1,102,63.0,0.1,2019,1,22
2019-01-22,2,102,62.0,-0.1,2019,1,22
2019-01-22,3,102,59.0,-0.1,2019,1,22
2019-01-22,4,102,68.0,-1.2,2019,1,22
2019-01-22,5,102,69.0,-0.7,2019,1,22
2019-01-22,6,102,70.0,-0.3,2019,1,22
2019-01-22,7,102,69.0,-0.2,2019,1,22
2019-01-22,8,102,70.0,-0.1,2019,1,22
2019-01-22,9,102,74.0,-0.9,2019,1,22
2019-01-22,10,102,74.0,-0.6,2019,1,22
2019-01-22,11,102,66.0,1.7,2019,1,22
2019-01-22,12,102,59.0,3.6,2019,1,22
2019-01-22,13,102,55.0,4.5,2019,1,22
2019-01-22,14,102,57.0,4.6,2019,1,22
2019-01-22,15,102,66.0,3.8,2019,1,22
2019-01-22,16,102,71.0,3.8,2019,1,22
2019-01-22,17,102,78.0,3.3,2019,1,22
2019-01-22,18,102,86.0,2.5,2019,1,22
2019-01-22,19,102,88.0,2.2,2019,1,22
2019-01-22,20,102,86.0,2.5,2019,1,22
2019-01-22,21,102,79.0,3.0,2019,1,22
2019-01-22,22,102,86.0,2.7,2019,1,22
2019-01-22,23,102,84.0,2.9,2019,1,22
2019-01-23,0,102,73.0,3.3,2019,1,23
2019-01-23,1,102,73.0,3.2,2019,1,23
2019-01-23,2,102,71.0,3.3,2019,1,23
2019-01-23,3,102,70.0,3.5,2019,1,23
